discipline,class,w,h,area,img_w,img_h
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,28.0,45.62,1277.36,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Panel Board,27.49,65.14,1790.7,3600,3300
electrical,Panel Board,65.35,27.52,1798.43,3600,3300
electrical,Panel Board,27.52,65.35,1798.43,3600,3300
electrical,Panel Board,27.52,65.35,1798.43,3600,3300
electrical,Panel Board,27.52,65.35,1798.43,3600,3300
electrical,Panel Board,65.35,27.52,1798.43,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,29.01,28.75,834.04,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.01,28.75,834.04,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,29.0,29.26,848.54,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.0,29.26,848.54,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Manual Fire Alarm,22.75,14.66,333.51,3600,3300
electrical,Manual Fire Alarm,22.75,14.66,333.51,3600,3300
electrical,Manual Fire Alarm,22.75,14.66,333.51,3600,3300
electrical,Manual Fire Alarm,22.75,14.66,333.51,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,46.84,28.75,1346.65,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,46.84,28.75,1346.65,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,29.0,47.25,1370.25,3600,3300
electrical,Double Duplex Receptacle,45.62,28.0,1277.36,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Double Duplex Receptacle,45.62,28.0,1277.36,3600,3300
electrical,Double Duplex Receptacle,29.0,47.25,1370.25,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,1.76,29.0,51.04,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,35.08,35.24,1236.22,3600,3300
electrical,Duplex Receptacle,32.04,32.25,1033.29,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,0.75,28.0,21.0,3600,3300
electrical,Duplex Receptacle,32.5,32.29,1049.42,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,34.31,34.49,1183.35,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,0.75,28.0,21.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,32.5,32.29,1049.42,3600,3300
electrical,Duplex Receptacle,32.54,32.75,1065.68,3600,3300
electrical,Duplex Receptacle,32.54,32.75,1065.68,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,32.5,32.29,1049.42,3600,3300
electrical,Duplex Receptacle,32.5,32.29,1049.42,3600,3300
electrical,Duplex Receptacle,32.54,32.75,1065.68,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,36.6,36.73,1344.32,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,18.68,19.16,357.91,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,19.75,29.0,572.75,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Double Duplex Receptacle,45.62,28.0,1277.36,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Double Duplex Receptacle,27.75,45.21,1254.58,3600,3300
electrical,Double Duplex Receptacle,45.62,28.0,1277.36,3600,3300
electrical,Double Duplex Receptacle,35.24,49.56,1746.49,3600,3300
electrical,Double Duplex Receptacle,35.24,49.56,1746.49,3600,3300
electrical,Double Duplex Receptacle,35.24,49.56,1746.49,3600,3300
electrical,Panel Board,27.25,65.18,1776.16,3600,3300
electrical,Panel Board,65.45,27.42,1794.64,3600,3300
electrical,Panel Board,27.25,65.18,1776.16,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,32.29,32.5,1049.42,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,34.57,34.74,1200.96,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.52,29.75,878.22,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.0,28.75,833.75,3600,3300
electrical,Duplex Receptacle,27.75,27.5,763.12,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,35.08,35.24,1236.22,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,27.75,28.0,777.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.0,27.75,777.0,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.68,19.16,357.91,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.0,16.75,435.5,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,16.75,26.0,435.5,3600,3300
electrical,Manual Fire Alarm,17.16,26.41,453.2,3600,3300
electrical,Manual Fire Alarm,17.0,26.16,444.72,3600,3300
electrical,Manual Fire Alarm,17.16,26.41,453.2,3600,3300
electrical,Manual Fire Alarm,17.0,26.16,444.72,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,17.16,26.41,453.2,3600,3300
electrical,Manual Fire Alarm,17.0,26.16,444.72,3600,3300
electrical,Manual Fire Alarm,17.16,26.41,453.2,3600,3300
electrical,Manual Fire Alarm,16.75,26.0,435.5,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,17.16,26.41,453.2,3600,3300
electrical,Manual Fire Alarm,16.91,26.25,443.89,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Double Duplex Receptacle,45.46,28.16,1280.15,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,46.69,28.91,1349.81,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,47.25,29.0,1370.25,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,47.5,29.41,1396.97,3600,3300
electrical,Double Duplex Receptacle,45.87,28.41,1303.17,3600,3300
electrical,Double Duplex Receptacle,45.87,28.41,1303.17,3600,3300
electrical,Double Duplex Receptacle,28.41,45.87,1303.17,3600,3300
electrical,Double Duplex Receptacle,45.21,27.75,1254.58,3600,3300
electrical,Duplex Receptacle,29.01,28.75,834.04,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,29.0,29.26,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.51,29.25,863.17,3600,3300
electrical,Duplex Receptacle,29.26,29.0,848.54,3600,3300
electrical,Duplex Receptacle,28.25,28.5,805.12,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Duplex Receptacle,28.25,28.0,791.0,3600,3300
electrical,Duplex Receptacle,28.5,28.25,805.12,3600,3300
electrical,Duplex Receptacle,28.0,28.25,791.0,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,18.25,18.75,342.19,3600,3300
electrical,Floor Box,17.84,18.32,326.83,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.25,16.91,443.89,3600,3300
electrical,Manual Fire Alarm,26.16,17.0,444.72,3600,3300
electrical,Manual Fire Alarm,26.41,17.16,453.2,3600,3300
